Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas1924          Pavarde1924         3         8         5         8         8         8         
Vardas1925          Pavarde1925         2         5         4         0         5         8         
Vardas1926          Pavarde1926         5         4         3         0         8         8         
Vardas1927          Pavarde1927         8         8         6         3         5         0         
Vardas1928          Pavarde1928         10        4         10        5         7         2         
Vardas1929          Pavarde1929         2         2         6         8         9         8         
Vardas1930          Pavarde1930         6         8         0         1         8         0         
Vardas1931          Pavarde1931         7         1         0         2         7         9         
Vardas1932          Pavarde1932         5         9         6         9         0         3         
Vardas1933          Pavarde1933         5         1         6         7         3         4         
Vardas1934          Pavarde1934         5         0         10        2         0         0         
Vardas1935          Pavarde1935         7         4         4         4         1         4         
Vardas1936          Pavarde1936         9         1         4         6         2         2         
Vardas1937          Pavarde1937         0         4         8         1         5         6         
Vardas1938          Pavarde1938         10        8         0         5         4         4         
Vardas1939          Pavarde1939         6         3         7         9         9         10        
Vardas1940          Pavarde1940         5         8         4         4         2         4         
Vardas1941          Pavarde1941         5         10        10        1         9         10        
Vardas1942          Pavarde1942         2         3         3         4         4         3         
Vardas1943          Pavarde1943         0         1         1         5         6         0         
Vardas1944          Pavarde1944         10        10        6         5         7         3         
Vardas1945          Pavarde1945         4         7         4         4         5         3         
Vardas1946          Pavarde1946         3         4         0         9         9         7         
Vardas1947          Pavarde1947         6         1         7         4         0         2         
Vardas1948          Pavarde1948         3         10        0         0         10        6         
Vardas1949          Pavarde1949         1         10        0         2         1         10        
Vardas1950          Pavarde1950         7         3         0         1         7         1         
Vardas1951          Pavarde1951         6         0         5         4         6         9         
Vardas1952          Pavarde1952         1         6         5         10        5         2         
Vardas1953          Pavarde1953         1         2         0         6         9         8         
Vardas1954          Pavarde1954         6         7         8         7         5         6         
Vardas1955          Pavarde1955         1         4         7         3         3         1         
Vardas1956          Pavarde1956         2         6         5         1         9         0         
Vardas1957          Pavarde1957         10        7         5         2         10        6         
Vardas1958          Pavarde1958         5         2         4         7         3         5         
Vardas1959          Pavarde1959         3         9         9         3         6         2         
Vardas1960          Pavarde1960         2         7         4         10        10        4         
Vardas1961          Pavarde1961         1         9         6         3         8         6         
Vardas1962          Pavarde1962         3         10        2         5         6         7         
Vardas1963          Pavarde1963         3         4         4         1         2         7         
Vardas1964          Pavarde1964         4         10        4         1         2         2         
Vardas1965          Pavarde1965         10        2         3         1         0         1         
Vardas1966          Pavarde1966         7         9         6         0         8         9         
Vardas1967          Pavarde1967         0         0         1         5         10        3         
Vardas1968          Pavarde1968         5         6         3         9         9         2         
Vardas1969          Pavarde1969         3         7         1         9         3         1         
Vardas1970          Pavarde1970         3         7         1         8         2         2         
Vardas1971          Pavarde1971         2         8         1         9         5         7         
Vardas1972          Pavarde1972         5         2         7         3         3         6         
Vardas1973          Pavarde1973         7         1         10        8         6         10        
Vardas1974          Pavarde1974         5         1         3         4         9         0         
Vardas1975          Pavarde1975         5         5         0         10        4         8         
Vardas1976          Pavarde1976         4         10        3         8         2         7         
Vardas1977          Pavarde1977         10        10        3         9         7         2         
Vardas1978          Pavarde1978         10        0         3         9         2         3         
Vardas1979          Pavarde1979         10        7         5         0         7         0         
Vardas1980          Pavarde1980         3         2         4         6         7         7         
Vardas1981          Pavarde1981         8         4         6         6         3         1         
Vardas1982          Pavarde1982         0         5         1         2         8         3         
Vardas1983          Pavarde1983         3         7         5         0         4         9         
Vardas1984          Pavarde1984         2         7         10        1         0         7         
Vardas1985          Pavarde1985         3         0         9         10        8         0         
Vardas1986          Pavarde1986         3         6         6         1         6         8         
Vardas1987          Pavarde1987         6         7         7         10        1         6         
Vardas1988          Pavarde1988         5         7         10        5         3         5         
Vardas1989          Pavarde1989         7         6         10        8         7         10        
Vardas1990          Pavarde1990         8         5         2         4         0         0         
Vardas1991          Pavarde1991         4         0         8         3         5         2         
Vardas1992          Pavarde1992         10        3         3         7         9         5         
Vardas1993          Pavarde1993         5         8         0         10        7         8         
Vardas1994          Pavarde1994         9         8         8         7         2         4         
Vardas1995          Pavarde1995         6         7         9         10        6         8         
Vardas1996          Pavarde1996         8         5         8         3         4         3         
Vardas1997          Pavarde1997         1         6         9         8         3         0         
Vardas1998          Pavarde1998         5         3         1         8         3         7         
Vardas1999          Pavarde1999         5         4         3         4         10        4         
Vardas2000          Pavarde2000         3         5         3         4         5         0         
Vardas2001          Pavarde2001         5         0         6         0         9         3         
Vardas2002          Pavarde2002         3         5         1         5         4         1         
Vardas2003          Pavarde2003         10        1         1         2         7         9         
Vardas2004          Pavarde2004         10        9         8         9         4         3         
Vardas2005          Pavarde2005         2         5         8         2         7         4         
Vardas2006          Pavarde2006         7         7         3         9         8         9         
Vardas2007          Pavarde2007         10        4         4         0         8         8         
Vardas2008          Pavarde2008         0         4         7         5         5         8         
Vardas2009          Pavarde2009         10        10        2         10        6         8         
Vardas2010          Pavarde2010         2         7         0         1         1         8         
Vardas2011          Pavarde2011         0         10        4         0         1         5         
Vardas2012          Pavarde2012         3         2         2         3         6         10        
Vardas2013          Pavarde2013         7         0         3         1         6         10        
Vardas2014          Pavarde2014         9         1         8         1         9         8         
Vardas2015          Pavarde2015         0         10        1         1         2         8         
Vardas2016          Pavarde2016         5         9         9         10        1         1         
Vardas2017          Pavarde2017         10        3         6         9         6         4         
Vardas2018          Pavarde2018         2         6         3         1         10        2         
Vardas2019          Pavarde2019         4         0         1         9         5         10        
Vardas2020          Pavarde2020         8         0         3         2         7         7         
Vardas2021          Pavarde2021         8         4         3         9         2         9         
Vardas2022          Pavarde2022         7         3         5         10        6         0         
Vardas2023          Pavarde2023         10        9         0         10        10        8         
Vardas2024          Pavarde2024         2         5         9         1         3         2         
Vardas2025          Pavarde2025         10        7         10        5         10        1         
Vardas2026          Pavarde2026         10        5         4         2         10        0         
Vardas2027          Pavarde2027         9         10        9         7         9         6         
Vardas2028          Pavarde2028         3         1         7         2         4         8         
Vardas2029          Pavarde2029         2         4         8         4         1         8         
Vardas2030          Pavarde2030         6         3         10        3         6         1         
Vardas2031          Pavarde2031         0         3         9         5         0         5         
Vardas2032          Pavarde2032         0         5         6         7         7         5         
Vardas2033          Pavarde2033         1         10        1         8         5         1         
Vardas2034          Pavarde2034         7         7         7         10        2         7         
Vardas2035          Pavarde2035         6         7         1         5         2         9         
Vardas2036          Pavarde2036         6         6         1         4         2         4         
Vardas2037          Pavarde2037         5         1         8         7         10        10        
Vardas2038          Pavarde2038         6         8         5         1         5         9         
Vardas2039          Pavarde2039         7         3         8         10        10        2         
Vardas2040          Pavarde2040         9         0         2         5         2         4         
Vardas2041          Pavarde2041         2         2         0         10        9         7         
Vardas2042          Pavarde2042         5         10        1         3         5         1         
Vardas2043          Pavarde2043         8         10        8         9         10        8         
Vardas2044          Pavarde2044         0         9         2         0         8         10        
Vardas2045          Pavarde2045         3         10        5         2         6         8         
Vardas2046          Pavarde2046         9         7         4         0         2         10        
Vardas2047          Pavarde2047         9         9         0         0         4         4         
Vardas2048          Pavarde2048         0         8         1         1         8         2         
Vardas2049          Pavarde2049         2         2         3         3         2         2         
Vardas2050          Pavarde2050         2         2         2         3         7         10        
Vardas2051          Pavarde2051         9         6         0         8         9         2         
Vardas2052          Pavarde2052         6         6         2         2         4         7         
Vardas2053          Pavarde2053         9         9         7         8         3         1         
Vardas2054          Pavarde2054         5         0         7         6         0         10        
Vardas2055          Pavarde2055         0         9         1         9         10        9         
Vardas2056          Pavarde2056         10        8         2         7         0         3         
Vardas2057          Pavarde2057         5         5         6         1         10        9         
Vardas2058          Pavarde2058         10        7         2         3         7         5         
Vardas2059          Pavarde2059         3         3         0         9         7         2         
Vardas2060          Pavarde2060         1         8         3         4         3         6         
Vardas2061          Pavarde2061         6         2         4         7         2         6         
Vardas2062          Pavarde2062         4         8         7         0         5         1         
Vardas2063          Pavarde2063         6         4         0         0         5         3         
Vardas2064          Pavarde2064         1         4         8         3         5         4         
Vardas2065          Pavarde2065         10        4         8         4         8         1         
Vardas2066          Pavarde2066         4         5         1         2         4         2         
Vardas2067          Pavarde2067         0         9         1         2         9         3         
Vardas2068          Pavarde2068         7         2         8         0         7         2         
Vardas2069          Pavarde2069         7         10        3         4         10        1         
Vardas2070          Pavarde2070         3         6         1         7         0         10        
Vardas2071          Pavarde2071         0         9         6         6         8         0         
Vardas2072          Pavarde2072         2         9         3         4         0         3         
Vardas2073          Pavarde2073         1         5         0         10        6         0         
Vardas2074          Pavarde2074         7         9         3         6         3         1         
Vardas2075          Pavarde2075         4         9         9         1         8         7         
Vardas2076          Pavarde2076         9         4         9         6         5         9         
Vardas2077          Pavarde2077         6         2         8         2         7         3         
Vardas2078          Pavarde2078         9         7         10        1         3         3         
Vardas2079          Pavarde2079         1         10        9         0         10        4         
Vardas2080          Pavarde2080         1         0         4         0         2         4         
Vardas2081          Pavarde2081         6         6         5         4         1         1         
Vardas2082          Pavarde2082         10        3         10        8         2         8         
Vardas2083          Pavarde2083         10        2         10        1         10        0         
Vardas2084          Pavarde2084         8         6         4         0         4         2         
Vardas2085          Pavarde2085         10        5         5         5         0         0         
Vardas2086          Pavarde2086         4         5         8         9         5         1         
Vardas2087          Pavarde2087         6         2         10        6         9         7         
Vardas2088          Pavarde2088         1         10        7         4         1         6         
Vardas2089          Pavarde2089         2         7         6         8         7         2         
Vardas2090          Pavarde2090         3         0         3         10        3         1         
Vardas2091          Pavarde2091         9         3         10        6         8         7         
Vardas2092          Pavarde2092         4         4         4         3         6         6         
Vardas2093          Pavarde2093         2         5         2         10        9         10        
Vardas2094          Pavarde2094         2         6         9         2         4         8         
Vardas2095          Pavarde2095         6         5         3         0         10        2         
Vardas2096          Pavarde2096         10        10        7         1         8         5         
Vardas2097          Pavarde2097         2         8         9         0         5         6         
Vardas2098          Pavarde2098         4         9         8         8         3         0         
Vardas2099          Pavarde2099         8         7         2         1         6         7         
Vardas2100          Pavarde2100         3         8         4         9         3         6         
Vardas2101          Pavarde2101         5         0         1         2         9         0         
Vardas2102          Pavarde2102         5         10        10        2         0         0         
Vardas2103          Pavarde2103         6         7         10        7         1         6         
Vardas2104          Pavarde2104         8         6         0         3         4         5         
Vardas2105          Pavarde2105         9         5         10        3         10        3         
Vardas2106          Pavarde2106         4         10        0         8         0         8         
Vardas2107          Pavarde2107         6         4         7         3         10        5         
Vardas2108          Pavarde2108         9         10        6         0         7         0         
Vardas2109          Pavarde2109         0         7         0         5         9         4         
Vardas2110          Pavarde2110         7         8         2         4         2         2         
Vardas2111          Pavarde2111         5         0         9         4         1         8         
Vardas2112          Pavarde2112         4         0         2         0         10        2         
Vardas2113          Pavarde2113         1         5         8         5         10        5         
Vardas2114          Pavarde2114         9         0         8         3         8         9         
Vardas2115          Pavarde2115         2         3         1         0         9         9         
Vardas2116          Pavarde2116         9         6         7         9         8         8         
Vardas2117          Pavarde2117         10        7         1         6         5         0         
Vardas2118          Pavarde2118         8         0         4         4         4         2         
Vardas2119          Pavarde2119         0         0         7         1         0         0         
Vardas2120          Pavarde2120         2         10        7         6         10        1         
Vardas2121          Pavarde2121         1         3         2         0         0         6         
Vardas2122          Pavarde2122         4         5         7         4         8         6         
Vardas2123          Pavarde2123         1         9         9         9         6         6         
Vardas2124          Pavarde2124         3         2         7         1         10        2         
Vardas2125          Pavarde2125         9         7         7         5         2         2         
Vardas2126          Pavarde2126         2         3         9         5         3         4         
Vardas2127          Pavarde2127         1         3         6         10        8         4         
Vardas2128          Pavarde2128         2         6         5         10        0         9         
Vardas2129          Pavarde2129         3         10        8         4         4         7         
Vardas2130          Pavarde2130         6         2         2         1         4         10        
Vardas2131          Pavarde2131         6         4         0         8         1         6         
Vardas2132          Pavarde2132         1         9         10        7         9         5         
Vardas2133          Pavarde2133         10        6         7         2         5         2         
Vardas2134          Pavarde2134         4         4         10        7         5         9         
Vardas2135          Pavarde2135         4         5         9         9         10        6         
Vardas2136          Pavarde2136         0         7         2         0         9         8         
Vardas2137          Pavarde2137         5         3         4         2         2         3         
Vardas2138          Pavarde2138         4         3         7         6         8         3         
Vardas2139          Pavarde2139         8         8         7         8         6         10        
Vardas2140          Pavarde2140         3         0         9         0         1         6         
Vardas2141          Pavarde2141         3         9         3         2         4         5         
Vardas2142          Pavarde2142         1         3         8         8         1         9         
Vardas2143          Pavarde2143         2         4         8         0         1         9         
Vardas2144          Pavarde2144         3         0         5         4         7         10        
Vardas2145          Pavarde2145         8         3         2         3         5         6         
Vardas2146          Pavarde2146         7         5         9         1         6         5         
Vardas2147          Pavarde2147         6         4         8         7         10        2         
Vardas2148          Pavarde2148         8         2         1         2         6         5         
Vardas2149          Pavarde2149         1         1         5         8         10        3         
Vardas2150          Pavarde2150         6         0         3         5         0         2         
Vardas2151          Pavarde2151         9         5         1         6         5         9         
Vardas2152          Pavarde2152         10        2         0         5         2         10        
Vardas2153          Pavarde2153         0         10        3         1         6         0         
Vardas2154          Pavarde2154         9         8         10        0         4         0         
Vardas2155          Pavarde2155         0         5         4         5         8         3         
Vardas2156          Pavarde2156         6         1         0         6         6         3         
Vardas2157          Pavarde2157         0         4         9         6         1         6         
Vardas2158          Pavarde2158         3         2         6         2         5         0         
Vardas2159          Pavarde2159         1         10        4         5         9         3         
Vardas2160          Pavarde2160         7         5         7         2         9         1         
Vardas2161          Pavarde2161         0         0         9         1         0         0         
Vardas2162          Pavarde2162         2         9         3         5         7         10        
Vardas2163          Pavarde2163         9         1         4         6         5         8         
Vardas2164          Pavarde2164         7         4         5         1         10        6         
Vardas2165          Pavarde2165         3         6         7         10        10        1         
Vardas2166          Pavarde2166         2         3         0         8         2         6         
Vardas2167          Pavarde2167         1         8         8         0         10        2         
Vardas2168          Pavarde2168         5         3         3         6         8         5         
Vardas2169          Pavarde2169         8         10        8         8         6         6         
Vardas2170          Pavarde2170         10        4         2         1         1         7         
Vardas2171          Pavarde2171         8         2         2         4         1         1         
Vardas2172          Pavarde2172         10        2         10        7         9         4         
Vardas2173          Pavarde2173         3         6         0         5         8         1         
Vardas2174          Pavarde2174         9         1         9         3         8         5         
Vardas2175          Pavarde2175         9         5         10        1         2         3         
Vardas2176          Pavarde2176         4         4         7         2         9         5         
Vardas2177          Pavarde2177         4         2         0         8         0         7         
Vardas2178          Pavarde2178         6         7         6         8         1         2         
Vardas2179          Pavarde2179         2         10        2         10        1         5         
Vardas2180          Pavarde2180         2         7         9         4         3         0         
Vardas2181          Pavarde2181         2         0         9         10        0         6         
Vardas2182          Pavarde2182         5         3         6         10        9         7         
Vardas2183          Pavarde2183         6         3         0         3         1         6         
Vardas2184          Pavarde2184         3         2         10        10        7         5         
Vardas2185          Pavarde2185         3         2         9         10        3         7         
Vardas2186          Pavarde2186         9         2         8         9         9         8         
Vardas2187          Pavarde2187         10        0         10        5         1         7         
Vardas2188          Pavarde2188         3         5         4         3         3         1         
Vardas2189          Pavarde2189         0         2         10        10        0         10        
Vardas2190          Pavarde2190         0         8         1         2         1         9         
Vardas2191          Pavarde2191         0         5         2         0         9         6         
Vardas2192          Pavarde2192         0         0         9         8         7         2         
Vardas2193          Pavarde2193         4         7         3         4         4         4         
Vardas2194          Pavarde2194         6         7         0         6         3         10        
Vardas2195          Pavarde2195         8         10        8         2         10        6         
Vardas2196          Pavarde2196         5         2         7         4         5         10        
Vardas2197          Pavarde2197         8         3         8         6         9         7         
Vardas2198          Pavarde2198         9         4         1         0         5         7         
Vardas2199          Pavarde2199         10        5         9         5         4         4         
Vardas2200          Pavarde2200         9         10        2         10        6         1         
Vardas2201          Pavarde2201         8         5         4         9         0         8         
Vardas2202          Pavarde2202         10        6         0         4         1         8         
Vardas2203          Pavarde2203         1         6         0         7         2         9         
Vardas2204          Pavarde2204         5         4         2         2         10        1         
Vardas2205          Pavarde2205         6         8         7         3         3         10        
Vardas2206          Pavarde2206         0         1         2         8         5         5         
Vardas2207          Pavarde2207         7         7         8         10        7         0         
Vardas2208          Pavarde2208         3         2         5         4         0         9         
Vardas2209          Pavarde2209         3         7         7         1         0         3         
Vardas2210          Pavarde2210         7         0         6         3         10        0         
Vardas2211          Pavarde2211         10        5         8         1         9         5         
Vardas2212          Pavarde2212         2         2         2         3         10        3         
Vardas2213          Pavarde2213         10        1         7         5         0         3         
Vardas2214          Pavarde2214         6         0         0         0         10        4         
Vardas2215          Pavarde2215         9         2         10        3         2         7         
Vardas2216          Pavarde2216         0         4         4         1         0         8         
Vardas2217          Pavarde2217         3         10        6         5         7         10        
Vardas2218          Pavarde2218         7         5         9         3         9         9         
Vardas2219          Pavarde2219         10        3         2         1         10        6         
Vardas2220          Pavarde2220         3         3         5         0         1         10        
Vardas2221          Pavarde2221         9         6         5         6         9         9         
Vardas2222          Pavarde2222         9         6         6         6         10        9         
Vardas2223          Pavarde2223         7         8         6         2         4         1         
Vardas2224          Pavarde2224         0         1         2         2         10        0         
Vardas2225          Pavarde2225         10        3         3         6         4         0         
Vardas2226          Pavarde2226         0         6         8         8         6         3         
Vardas2227          Pavarde2227         7         6         0         0         10        7         
Vardas2228          Pavarde2228         10        4         5         7         10        6         
Vardas2229          Pavarde2229         4         1         1         10        4         2         
Vardas2230          Pavarde2230         7         10        3         4         8         6         
Vardas2231          Pavarde2231         8         10        0         1         10        9         
Vardas2232          Pavarde2232         3         4         3         2         4         8         
Vardas2233          Pavarde2233         1         3         1         3         1         4         
Vardas2234          Pavarde2234         2         3         7         5         8         1         
Vardas2235          Pavarde2235         8         9         3         2         7         5         
Vardas2236          Pavarde2236         5         7         7         3         0         3         
Vardas2237          Pavarde2237         2         1         2         5         4         8         
Vardas2238          Pavarde2238         2         7         9         0         8         6         
Vardas2239          Pavarde2239         4         6         0         0         4         3         
Vardas2240          Pavarde2240         2         9         7         1         7         7         
Vardas2241          Pavarde2241         3         0         4         2         0         4         
Vardas2242          Pavarde2242         0         10        7         10        1         6         
Vardas2243          Pavarde2243         3         10        6         6         9         5         
Vardas2244          Pavarde2244         4         1         7         8         1         9         
Vardas2245          Pavarde2245         1         6         2         7         5         0         
Vardas2246          Pavarde2246         3         8         5         6         6         9         
Vardas2247          Pavarde2247         0         4         1         9         3         0         
Vardas2248          Pavarde2248         0         3         9         6         4         0         
Vardas2249          Pavarde2249         1         0         2         2         0         2         
Vardas2250          Pavarde2250         3         9         4         9         4         10        
Vardas2251          Pavarde2251         0         6         3         7         10        2         
Vardas2252          Pavarde2252         4         10        4         9         5         4         
Vardas2253          Pavarde2253         0         7         5         6         3         8         
Vardas2254          Pavarde2254         10        1         8         4         1         3         
Vardas2255          Pavarde2255         9         10        8         2         10        6         
Vardas2256          Pavarde2256         0         5         8         10        6         8         
Vardas2257          Pavarde2257         5         0         5         8         7         4         
Vardas2258          Pavarde2258         5         2         0         2         9         6         
Vardas2259          Pavarde2259         1         6         4         1         2         8         
Vardas2260          Pavarde2260         10        4         5         0         2         0         
Vardas2261          Pavarde2261         6         8         10        6         1         9         
Vardas2262          Pavarde2262         0         4         4         0         4         4         
Vardas2263          Pavarde2263         3         9         3         3         3         10        
Vardas2264          Pavarde2264         10        0         1         0         5         4         
Vardas2265          Pavarde2265         1         3         4         7         4         3         
Vardas2266          Pavarde2266         7         9         4         9         3         6         
Vardas2267          Pavarde2267         8         7         2         4         7         8         
Vardas2268          Pavarde2268         1         8         9         3         9         8         
Vardas2269          Pavarde2269         10        0         8         9         6         1         
Vardas2270          Pavarde2270         5         2         4         10        1         0         
Vardas2271          Pavarde2271         3         3         8         10        6         0         
Vardas2272          Pavarde2272         0         10        0         3         9         2         
Vardas2273          Pavarde2273         5         5         7         0         1         0         
Vardas2274          Pavarde2274         4         2         9         2         2         8         
Vardas2275          Pavarde2275         2         2         6         2         5         3         
Vardas2276          Pavarde2276         9         3         4         10        3         0         
Vardas2277          Pavarde2277         9         10        6         4         3         5         
Vardas2278          Pavarde2278         5         6         8         4         8         9         
Vardas2279          Pavarde2279         10        9         3         5         2         4         
Vardas2280          Pavarde2280         4         3         0         6         4         10        
Vardas2281          Pavarde2281         10        7         2         9         3         1         
Vardas2282          Pavarde2282         4         6         0         7         7         9         
Vardas2283          Pavarde2283         1         5         6         5         1         6         
Vardas2284          Pavarde2284         2         1         4         5         6         3         
Vardas2285          Pavarde2285         8         7         5         10        3         3         
Vardas2286          Pavarde2286         3         1         8         1         10        5         
Vardas2287          Pavarde2287         6         8         8         7         10        0         
Vardas2288          Pavarde2288         3         6         8         7         4         8         
Vardas2289          Pavarde2289         9         10        3         0         3         8         
Vardas2290          Pavarde2290         0         4         10        4         5         7         
Vardas2291          Pavarde2291         6         10        10        10        0         3         
Vardas2292          Pavarde2292         1         9         6         4         5         1         
Vardas2293          Pavarde2293         9         10        7         3         8         10        
Vardas2294          Pavarde2294         3         7         4         3         1         5         
Vardas2295          Pavarde2295         1         2         6         0         7         6         
Vardas2296          Pavarde2296         0         2         6         5         6         5         
Vardas2297          Pavarde2297         7         10        7         0         9         7         
Vardas2298          Pavarde2298         2         9         10        5         6         9         
Vardas2299          Pavarde2299         1         10        9         7         2         2         
Vardas2300          Pavarde2300         5         1         7         6         9         10        
Vardas2301          Pavarde2301         5         3         6         2         8         1         
Vardas2302          Pavarde2302         1         4         3         0         6         1         
Vardas2303          Pavarde2303         9         4         2         10        6         7         
Vardas2304          Pavarde2304         7         10        3         9         3         5         
Vardas2305          Pavarde2305         2         1         1         10        1         3         
Vardas2306          Pavarde2306         8         10        9         10        0         2         
Vardas2307          Pavarde2307         4         8         5         1         3         10        
Vardas2308          Pavarde2308         6         7         10        6         9         8         
Vardas2309          Pavarde2309         10        8         6         8         4         5         
Vardas2310          Pavarde2310         0         10        3         6         0         5         
Vardas2311          Pavarde2311         1         8         2         0         5         3         
Vardas2312          Pavarde2312         9         2         8         10        3         9         
Vardas2313          Pavarde2313         9         1         2         7         3         9         
Vardas2314          Pavarde2314         10        2         8         0         5         1         
Vardas2315          Pavarde2315         6         8         0         7         10        1         
Vardas2316          Pavarde2316         6         2         7         4         2         7         
Vardas2317          Pavarde2317         5         2         8         5         7         3         
Vardas2318          Pavarde2318         3         7         3         8         5         8         
Vardas2319          Pavarde2319         0         9         5         5         2         5         
Vardas2320          Pavarde2320         2         3         1         8         0         4         
Vardas2321          Pavarde2321         4         7         0         2         1         10        
Vardas2322          Pavarde2322         3         6         8         6         5         4         
Vardas2323          Pavarde2323         1         6         3         9         5         5         
Vardas2324          Pavarde2324         7         1         6         0         6         2         
Vardas2325          Pavarde2325         2         2         10        5         4         8         
Vardas2326          Pavarde2326         7         0         3         2         0         10        
Vardas2327          Pavarde2327         4         7         10        6         8         5         
Vardas2328          Pavarde2328         3         10        5         5         9         4         
Vardas2329          Pavarde2329         9         10        9         1         0         6         
Vardas2330          Pavarde2330         10        9         3         4         4         7         
Vardas2331          Pavarde2331         4         0         8         9         0         5         
Vardas2332          Pavarde2332         0         6         6         10        1         9         
Vardas2333          Pavarde2333         8         1         1         6         0         0         
Vardas2334          Pavarde2334         7         9         3         9         1         4         
Vardas2335          Pavarde2335         1         2         1         5         0         7         
Vardas2336          Pavarde2336         2         4         5         6         0         7         
Vardas2337          Pavarde2337         7         7         0         7         6         4         
Vardas2338          Pavarde2338         10        8         7         2         1         9         
Vardas2339          Pavarde2339         5         10        2         5         7         6         
Vardas2340          Pavarde2340         0         9         3         4         0         2         
Vardas2341          Pavarde2341         2         1         10        9         1         6         
Vardas2342          Pavarde2342         8         1         10        2         0         2         
Vardas2343          Pavarde2343         10        8         8         6         3         9         
Vardas2344          Pavarde2344         1         9         4         5         8         9         
Vardas2345          Pavarde2345         2         1         8         7         8         5         
Vardas2346          Pavarde2346         6         7         2         7         1         6         
Vardas2347          Pavarde2347         1         2         9         4         8         5         
Vardas2348          Pavarde2348         5         9         1         3         3         10        
Vardas2349          Pavarde2349         8         6         7         0         5         3         
Vardas2350          Pavarde2350         1         10        8         0         6         8         
Vardas2351          Pavarde2351         6         6         10        6         5         3         
Vardas2352          Pavarde2352         8         5         9         0         9         1         
Vardas2353          Pavarde2353         6         6         4         4         9         7         
Vardas2354          Pavarde2354         5         9         8         6         10        8         
Vardas2355          Pavarde2355         2         8         10        5         9         4         
Vardas2356          Pavarde2356         3         10        1         3         5         10        
Vardas2357          Pavarde2357         8         0         9         7         5         3         
Vardas2358          Pavarde2358         4         0         4         1         2         8         
Vardas2359          Pavarde2359         4         7         9         7         10        4         
Vardas2360          Pavarde2360         4         8         7         7         4         4         
Vardas2361          Pavarde2361         4         4         6         6         5         4         
Vardas2362          Pavarde2362         1         2         3         0         7         6         
Vardas2363          Pavarde2363         5         2         5         4         8         5         
Vardas2364          Pavarde2364         6         0         8         2         3         1         
Vardas2365          Pavarde2365         6         5         10        1         6         6         
Vardas2366          Pavarde2366         7         2         2         8         3         0         
Vardas2367          Pavarde2367         0         0         1         5         2         6         
Vardas2368          Pavarde2368         4         6         0         8         1         6         
Vardas2369          Pavarde2369         1         2         2         5         5         6         
